gene_id,Col0_AWF_NT_R4,Col0_AWF_NT_R5,Col0_AWF_NT_R6,Col0_CL_R1,Col0_CL_R2,Col0_CL_R3,Col0_CL_ribo_R1,Col0_CL_ribo_R2,Col0_CL_ribo_R3,Col0_LSW_R1,Col0_LSW_R2,Col0_LSW_R3
AT3G16570,0,0,3,55,0,56,296,192,280,8,0,0
AT3G16580,0,0,0,0,0,0,0,0,0,0,0,0
AT3G16590,0,0,0,0,0,0,0,0,0,0,0,0
AT3G16600,0,0,0,0,0,0,0,0,0,0,0,0
AT3G16610,0,0,0,0,0,0,2,0,3,0,0,0
AT3G16620,0,0,0,6,0,14,20,6,30,0,0,0
AT3G16630,5,0,0,74,0,42,181,21,157,16,0,0
AT3G16640,55,11,14,1007,146,1277,4483,4499,7404,179,0,0
AT3G16650,0,0,0,9,0,0,17,0,3,0,0,0
AT3G16660,0,0,0,0,0,0,22,6,3,0,0,0
AT3G16670,0,0,0,3,0,0,0,0,0,0,0,0
AT3G16680,0,0,0,0,0,0,0,0,0,0,0,0
AT3G16690,0,0,0,10,0,0,0,0,6,0,0,0
AT3G16700,0,0,0,0,0,0,20,0,6,0,0,0
AT3G16710,0,0,0,1,0,5,31,6,23,0,0,0
AT3G16712,0,0,0,0,0,0,2,2,0,0,0,0
AT3G16720,0,0,0,59,2,12,162,184,87,0,0,0
AT3G16730,0,0,0,15,0,0,11,13,29,0,0,0
AT3G16740,0,0,0,12,3,16,49,40,90,3,0,0
AT3G16750,0,0,0,6,0,0,9,25,18,0,0,0
AT3G16760,0,0,0,20,0,16,115,31,129,7,0,0
AT3G16770,22,8,11,45,70,724,188,2185,3249,35,3,0
AT3G16780,0,0,0,10,0,17,67,40,70,8,0,0
AT3G16785,0,0,0,70,0,29,188,131,238,0,0,0
AT3G16800,0,0,0,22,19,14,119,132,83,5,0,0
AT3G16810,0,0,0,0,0,9,75,17,62,8,0,0
AT3G16820,0,0,0,0,0,0,0,0,0,0,0,0
AT3G16830,0,0,0,43,0,47,196,61,240,19,0,0
AT3G16840,0,0,0,28,0,36,124,14,141,0,0,0
AT3G16850,0,0,0,86,14,101,313,210,407,0,0,0
AT3G16851,0,0,0,0,0,0,0,0,0,0,0,0
AT3G16857,0,0,0,68,17,70,220,217,313,0,0,0
AT3G16860,0,0,0,25,0,0,57,8,16,0,0,0
AT3G16870,0,0,0,0,0,12,20,12,11,0,0,0
AT3G16880,0,0,0,0,0,0,0,0,0,0,0,0
AT3G16890,0,0,0,7,0,5,12,7,14,0,0,0
AT3G16895,0,0,0,0,0,0,0,0,0,0,0,0
AT3G16900,0,0,0,0,0,0,0,0,8,0,0,0
AT3G16910,0,0,0,69,3,14,247,68,89,0,0,0
AT3G16920,0,0,0,0,0,0,21,3,0,0,0,0
AT3G16930,0,0,0,0,0,0,0,0,0,0,0,0
AT3G16940,0,0,0,74,0,60,321,103,152,0,0,0
AT3G16950,0,0,0,0,0,32,80,39,230,0,0,0
AT3G16960,0,0,0,0,0,0,0,0,0,0,0,0
AT3G16970,0,0,0,0,0,0,0,0,0,0,0,0
AT3G16980,0,0,0,0,0,0,8,0,0,0,0,0
AT3G16990,0,0,0,22,0,0,83,91,25,0,0,0
AT3G17000,0,0,0,41,0,16,159,155,69,6,0,0
AT3G17010,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17020,0,0,0,99,28,110,395,489,385,19,0,0
AT3G17030,0,0,0,8,0,0,14,4,7,0,0,0
AT3G17040,0,0,0,156,0,47,485,49,239,9,0,0
AT3G17050,0,0,0,5,0,25,11,0,36,0,0,0
AT3G17060,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17070,0,0,0,32,0,0,75,9,40,0,0,0
AT3G17080,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17090,0,0,0,36,0,45,145,86,144,0,0,0
AT3G17100,0,0,0,30,21,102,197,133,302,0,0,0
AT3G17110,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17120,0,0,0,40,0,0,167,0,20,0,0,0
AT3G17130,0,0,0,8,0,3,15,0,2,0,0,0
AT3G17140,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17150,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17152,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17155,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17160,0,0,0,11,0,26,49,46,50,0,0,0
AT3G17170,0,0,0,10,0,8,57,11,64,0,0,0
AT3G17180,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17185,0,0,0,3,0,0,13,9,6,0,0,0
AT3G17190,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17200,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17203,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17205,0,0,0,80,0,24,251,79,148,0,0,0
AT3G17210,0,0,0,36,0,31,110,69,161,12,0,0
AT3G17220,0,0,0,0,0,3,0,0,9,0,0,0
AT3G17225,0,0,0,0,0,0,2,4,4,0,0,0
AT3G17230,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17240,0,0,0,77,0,34,188,91,140,18,0,0
AT3G17250,0,0,0,7,0,0,35,16,18,0,0,0
AT3G17260,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17261,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17265,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17270,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17280,0,0,0,0,0,0,0,5,7,0,0,0
AT3G17290,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17300,0,0,0,0,0,0,25,5,22,0,0,0
AT3G17310,0,0,0,27,0,26,69,12,74,0,0,0
AT3G17320,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17330,0,0,0,40,0,0,154,7,31,0,0,0
AT3G17340,0,0,0,24,0,0,137,18,27,0,0,0
AT3G17350,0,0,0,0,0,0,25,3,8,0,0,0
AT3G17360,0,0,0,0,0,0,0,0,3,0,0,0
AT3G17365,0,0,0,5,0,0,8,12,18,0,0,0
AT3G17370,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17380,0,0,0,0,0,0,4,3,0,0,0,0
AT3G17390,60,63,9,505,10,298,2138,50,1486,74,0,0
AT3G17400,0,0,0,0,0,0,0,3,0,0,0,0
AT3G17410,0,0,0,85,0,77,275,82,239,0,0,0
AT3G17420,0,0,0,15,0,0,31,0,11,0,0,0
AT3G17430,0,0,0,11,0,0,82,0,42,0,0,0
AT3G17440,0,0,0,14,0,15,54,54,117,0,0,0
AT3G17450,0,0,0,32,0,19,64,21,78,0,0,0
AT3G17460,0,0,0,0,0,3,11,6,20,7,0,0
AT3G17465,0,0,0,12,0,11,70,32,97,0,0,0
AT3G17470,0,0,0,19,0,11,103,37,52,0,0,0
AT3G17480,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17490,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17500,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17510,0,4,0,83,0,88,301,71,438,0,0,0
AT3G17520,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17530,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17540,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17550,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17560,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17570,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17580,0,0,0,0,0,0,0,0,6,0,0,0
AT3G17590,0,0,0,12,0,27,22,0,48,0,0,0
AT3G17600,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17609,0,0,0,0,0,0,9,0,0,0,0,0
AT3G17611,0,0,0,2,0,0,39,6,5,0,0,0
AT3G17620,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17626,0,0,0,0,0,8,0,5,4,0,0,0
AT3G17630,0,0,0,0,0,0,9,0,11,0,0,0
AT3G17640,0,0,0,39,0,4,10,0,3,0,0,0
AT3G17650,0,0,0,77,7,40,214,152,198,0,0,0
AT3G17660,0,0,0,4,0,0,0,0,0,0,0,0
AT3G17668,0,0,0,12,0,0,11,28,21,0,0,0
AT3G17670,0,0,0,5,0,0,45,15,13,0,0,0
AT3G17675,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17680,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17690,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17700,0,0,0,80,0,11,145,65,61,0,0,0
AT3G17710,0,0,0,6,0,0,27,25,5,0,0,0
AT3G17712,0,0,0,7,0,8,25,6,39,0,0,0
AT3G17715,0,0,0,10,0,13,15,7,2,0,0,0
AT3G17720,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17730,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17740,0,0,0,17,7,15,77,7,100,0,0,0
AT3G17750,0,0,0,41,0,49,198,41,114,15,0,0
AT3G17760,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17770,0,0,0,30,0,11,105,49,86,0,0,0
AT3G17780,0,0,0,17,0,9,45,9,48,0,0,0
AT3G17790,0,0,0,16,35,10,82,471,66,0,0,0
AT3G17800,19,11,18,217,11,31,872,124,126,13,0,0
AT3G17810,7,0,0,59,0,23,241,137,95,12,0,0
AT3G17820,0,0,0,19,0,13,105,47,95,0,0,0
AT3G17830,0,0,0,0,0,0,0,0,8,0,0,0
AT3G17840,0,0,0,64,0,9,94,6,25,0,0,0
AT3G17845,0,0,0,1,0,0,2,0,0,0,0,0
AT3G17850,7,0,0,111,0,87,491,64,392,10,0,0
AT3G17860,0,0,0,45,11,28,119,64,115,0,0,0
AT3G17880,0,0,0,30,0,17,122,59,89,0,0,0
AT3G17890,0,0,0,0,3,3,5,11,13,0,0,0
AT3G17900,0,0,0,41,0,27,103,14,140,0,0,0
AT3G17910,0,0,0,0,0,0,23,6,33,0,0,0
AT3G17920,0,0,0,24,1,22,83,18,103,0,0,0
AT3G17930,0,0,0,84,0,16,355,121,108,0,0,0
AT3G17940,0,0,0,40,0,11,90,12,50,0,0,0
AT3G17950,0,0,0,5,10,12,28,43,63,0,0,0
AT3G17970,0,0,0,10,0,0,42,25,86,0,0,0
AT3G17980,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17998,0,0,0,30,0,0,154,0,48,5,0,0
AT3G18010,0,0,0,0,0,0,0,0,0,0,0,0
AT3G18020,0,0,0,3,0,6,5,5,12,0,0,0
AT3G18030,0,0,0,2,0,0,31,34,24,0,0,0
AT3G18035,0,0,0,97,20,180,264,238,652,18,0,0
AT3G18040,0,0,0,40,0,15,49,0,68,0,3,0
AT3G18050,0,0,0,157,0,116,341,81,327,0,0,0
AT3G18060,0,0,0,136,0,34,578,141,275,10,0,0
AT3G18070,0,0,0,0,0,0,10,0,0,0,0,0
AT3G18080,0,0,0,354,0,125,1113,140,476,0,0,0
AT3G18090,0,0,0,19,0,0,42,0,35,0,0,0
AT3G18100,0,0,0,10,0,14,52,6,27,0,0,0
AT3G18110,0,0,0,19,0,12,120,0,49,0,0,0
AT3G18120,0,0,0,0,0,0,0,0,0,0,0,0
AT3G18130,0,0,0,13,0,0,82,27,52,3,0,0
AT3G18140,0,0,0,53,0,15,123,64,100,0,0,0
AT3G18145,0,0,0,0,0,0,0,0,3,0,0,0
AT3G18150,0,0,0,0,0,0,0,0,0,0,0,0
AT3G18160,0,0,0,29,0,0,58,13,18,0,0,0
AT3G18165,0,0,0,7,0,15,93,28,51,0,0,0
AT3G18170,0,0,0,15,0,5,31,5,24,1,0,0
AT3G18180,0,0,0,0,0,0,0,0,0,0,0,0
AT3G18190,0,0,0,65,6,37,216,81,228,31,0,0
AT3G18200,0,0,0,0,0,0,0,0,0,0,0,0
AT3G18210,0,0,0,29,3,15,72,9,35,3,0,0
AT3G18215,0,0,0,5,0,11,36,14,58,0,0,0
AT3G18217,0,0,0,1,0,0,3,0,2,0,0,0
AT3G18220,0,0,0,0,0,0,0,0,0,0,0,0
AT3G18230,5,0,0,26,8,44,19,31,50,3,0,0
AT3G18235,0,0,0,0,0,0,0,0,0,0,0,0
AT3G18240,0,0,0,8,0,0,14,0,21,0,0,0
AT3G18250,0,0,0,3,0,0,0,3,6,0,0,0
AT3G18260,0,0,0,0,0,0,9,0,0,0,0,0
AT3G18270,0,0,0,15,0,13,73,28,39,0,0,0
AT3G18280,0,0,0,21,0,5,44,5,0,5,0,0
AT3G18282,0,0,0,0,0,0,0,0,0,0,0,0
AT3G18290,13,0,0,88,0,81,358,95,381,12,0,0
AT3G18291,0,0,0,0,0,0,0,0,0,0,0,0
AT3G18295,0,0,0,12,0,0,60,48,44,0,0,0
AT3G18300,0,0,0,0,3,0,0,0,0,0,0,0
AT3G18310,0,0,0,19,0,0,42,9,37,0,0,0
AT3G18320,0,0,0,4,0,3,6,9,15,0,0,0
AT3G18330,0,0,0,0,0,0,0,0,0,0,0,0
AT3G18340,0,0,0,0,0,0,0,0,0,0,0,0
AT3G18350,0,0,0,0,0,10,40,8,40,0,0,0
AT3G18360,0,0,0,0,0,0,0,3,1,0,0,0
AT3G18362,0,0,0,0,0,0,0,0,0,0,0,0
AT3G18370,0,6,0,131,0,26,358,65,175,0,0,0
AT3G18380,0,0,0,0,0,0,29,12,27,0,0,0
AT3G18390,0,0,6,102,9,64,361,55,305,16,0,0
AT3G18400,0,0,0,0,0,0,0,0,0,0,0,0
AT3G18410,0,0,0,45,0,10,138,32,74,6,0,0
AT3G18420,0,0,0,32,0,11,79,38,45,0,0,0
AT3G18430,0,0,0,0,0,0,40,22,21,0,0,0
AT3G18440,0,0,0,35,0,7,128,15,35,0,0,0
AT3G18450,0,0,0,0,0,0,0,0,0,0,0,0
AT3G18460,0,0,0,0,0,0,0,0,0,0,0,0
AT3G18470,0,0,0,0,0,0,0,0,0,0,0,0
AT3G18480,0,0,0,29,0,15,152,56,59,0,0,0
AT3G18485,0,0,0,11,0,0,9,0,0,0,0,0
AT3G18490,2,0,0,1335,20,176,3114,392,646,2,6,0
AT3G18500,0,0,0,61,0,0,135,36,27,0,0,0
AT3G18510,0,0,0,0,0,0,0,0,0,0,0,0
AT3G18518,0,0,0,0,0,0,0,0,0,0,0,0
AT3G18520,0,9,0,21,0,12,80,40,104,0,0,0
AT3G18524,0,0,0,10,0,0,20,7,18,0,0,0
AT3G18530,0,0,0,0,9,0,0,6,9,0,0,0
AT3G18535,0,0,0,21,0,29,20,16,32,0,0,0
AT3G18550,0,0,0,0,0,0,0,0,6,0,0,0
AT3G18560,2,0,0,4,3,15,17,28,34,0,0,0
AT3G18570,0,0,0,0,0,0,0,0,0,0,0,0
AT3G18580,0,0,0,6,0,0,20,0,0,0,0,0
AT3G18590,0,0,0,0,0,0,0,0,0,0,0,0
AT3G18600,0,0,0,0,0,14,38,46,59,0,0,0
AT3G18610,0,0,0,0,0,0,12,0,19,0,0,0
AT3G18620,0,0,0,5,0,0,24,18,9,0,0,0
AT3G18630,0,0,0,0,0,0,0,0,2,0,0,0
AT3G18640,4,0,0,32,0,11,120,39,66,8,0,0
AT3G18650,0,0,0,0,0,0,0,0,0,0,0,0
AT3G18660,0,0,0,3,0,0,0,0,0,0,0,0
AT3G18670,0,0,0,0,0,0,0,0,0,0,0,0
AT3G18680,0,0,0,20,0,39,82,56,93,0,0,0
AT3G18690,0,0,0,9,0,12,42,45,51,5,0,0
AT3G18700,0,0,0,0,0,0,0,0,0,0,0,0
AT3G18710,0,0,0,17,0,0,77,0,3,3,0,0
AT3G18715,0,0,0,0,0,0,0,0,0,0,0,0
AT3G18720,0,0,0,0,0,0,0,0,0,0,0,0
AT3G18730,0,0,0,0,0,0,11,0,0,0,0,0
AT3G18740,0,0,0,25,0,28,150,166,211,9,0,0
AT3G18750,0,0,0,32,0,0,96,0,16,0,0,0
AT3G18760,0,0,0,9,0,0,29,7,29,0,0,0
AT3G18770,0,0,0,16,0,6,60,31,38,0,0,0
AT3G18773,0,0,0,8,5,16,55,33,46,0,0,0
AT3G18777,0,0,0,13,0,0,10,0,0,0,0,0
AT3G18779,0,0,0,0,0,0,0,0,0,0,0,0
AT3G18780,19,22,18,549,64,646,1913,1089,3357,118,0,0
AT3G18790,0,0,0,39,0,13,74,42,76,0,0,0
AT3G18800,0,0,0,7,0,0,27,17,13,0,0,0
AT3G18810,0,0,0,0,0,0,0,0,0,0,0,0
AT3G18815,0,0,0,0,0,0,0,0,0,0,0,0
AT3G18820,0,3,0,65,0,44,183,131,187,12,0,0
AT3G18827,0,0,0,0,0,0,0,0,0,0,0,0
AT3G18830,0,0,0,79,12,64,291,233,308,5,0,0
AT3G18840,0,0,0,0,0,0,2,0,4,0,0,0
AT3G18845,0,0,0,0,0,2,0,0,0,0,0,0
AT3G18850,0,0,0,14,0,6,55,0,26,0,0,0
AT3G18860,0,0,0,57,0,35,212,63,159,0,0,0
AT3G18870,0,0,0,13,0,3,16,6,9,3,0,0
AT3G18880,0,0,0,5,0,0,10,0,0,0,0,0
AT3G18890,0,0,0,231,0,60,633,26,123,0,0,0
AT3G18895,0,0,0,0,0,0,0,0,0,0,0,0
AT3G18900,0,0,0,0,0,0,0,0,0,0,0,0
AT3G18910,0,0,0,8,0,12,31,5,26,6,0,0
AT3G18930,0,0,0,29,5,34,69,88,113,2,0,0
AT3G18940,0,0,0,0,0,5,25,6,27,0,0,0
AT3G18950,0,0,0,35,0,0,105,10,3,0,0,0
AT3G18952,0,0,0,0,0,0,0,0,0,0,0,0
AT3G18955,0,0,0,0,0,0,0,0,0,0,0,0
AT3G18957,0,0,0,0,0,0,0,0,0,0,0,0
AT3G18960,0,0,0,0,0,0,0,0,13,0,0,0
AT3G18970,0,0,0,0,3,3,4,0,7,0,0,0
AT3G18980,0,0,0,18,0,16,81,34,73,0,0,0
AT3G18990,0,0,0,14,0,24,86,44,102,6,0,0
AT3G19000,0,0,0,20,0,8,89,14,20,0,0,0
AT3G19002,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19010,0,0,0,163,13,31,394,164,122,27,0,0
AT3G19020,3,0,0,19,0,7,48,19,47,2,0,0
AT3G19025,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19030,0,0,0,22,19,16,152,254,190,9,0,0
AT3G19035,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19040,0,0,0,0,0,0,0,0,3,0,0,0
AT3G19045,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19050,0,0,0,3,0,6,29,0,0,5,0,0
AT3G19055,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19070,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19080,0,0,0,8,0,0,9,0,12,0,0,0
AT3G19085,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19090,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19100,0,0,0,0,6,16,20,56,72,0,0,0
AT3G19120,0,0,0,18,3,7,12,0,15,3,0,0
AT3G19130,8,0,0,37,0,34,98,39,144,0,0,0
AT3G19140,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19150,0,0,0,22,0,0,29,0,13,0,0,0
AT3G19160,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19170,0,0,0,435,0,36,1113,80,221,0,0,0
AT3G19180,0,0,0,17,0,9,42,0,55,0,0,0
AT3G19184,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19190,0,0,0,72,0,72,244,100,326,15,0,0
AT3G19200,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19210,0,0,0,5,0,0,6,0,0,0,0,0
AT3G19220,0,0,0,0,0,0,40,37,20,0,0,0
AT3G19230,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19235,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19240,15,9,0,42,0,25,187,81,123,0,0,0
AT3G19250,0,0,0,10,0,3,6,0,0,0,0,0
AT3G19260,0,0,0,9,0,6,29,18,23,0,0,0
AT3G19270,0,0,0,0,0,0,18,0,0,0,0,0
AT3G19274,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19280,0,0,0,0,0,0,27,0,10,0,0,0
AT3G19290,0,0,0,10,0,26,138,173,198,0,0,0
AT3G19300,0,0,0,0,0,0,18,0,0,0,0,0
AT3G19310,0,0,0,0,0,0,6,0,0,0,0,0
AT3G19320,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19323,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19330,0,0,0,0,0,0,5,0,6,0,0,0
AT3G19340,0,0,0,112,0,19,322,81,87,0,0,0
AT3G19350,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19360,0,0,0,6,0,0,10,0,17,0,0,0
AT3G19370,0,0,0,77,0,3,265,0,18,0,0,0
AT3G19380,0,0,0,28,5,33,92,61,82,0,0,0
AT3G19390,0,0,0,0,0,0,0,5,0,0,0,0
AT3G19400,0,0,0,19,0,17,82,10,13,0,0,0
AT3G19410,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19420,0,0,0,111,9,65,393,142,231,13,0,0
AT3G19430,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19440,0,0,0,6,0,0,8,5,10,0,0,0
AT3G19450,0,0,0,99,0,0,233,7,20,13,0,0
AT3G19460,0,0,0,8,0,0,62,34,53,0,0,0
AT3G19470,0,0,0,0,0,0,27,10,7,0,0,0
AT3G19480,0,0,0,24,0,0,153,11,18,0,0,0
AT3G19490,0,0,0,66,0,25,198,22,79,0,3,0
AT3G19500,0,0,0,0,0,0,8,0,0,0,0,0
AT3G19508,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19510,0,0,0,29,0,14,62,7,38,0,0,0
AT3G19515,0,0,0,41,0,29,160,17,132,0,0,0
AT3G19520,0,0,0,17,6,20,83,133,86,0,0,0
AT3G19530,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19540,0,0,0,25,0,23,117,41,180,0,0,0
AT3G19550,0,0,0,0,0,0,0,0,6,0,0,0
AT3G19553,5,0,0,73,3,39,308,118,251,0,0,0
AT3G19560,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19570,0,0,0,11,0,0,62,6,26,0,0,0
AT3G19580,0,0,4,25,0,16,120,72,36,0,0,0
AT3G19590,0,0,0,0,0,0,11,0,14,0,0,0
AT3G19595,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19600,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19610,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19615,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19620,0,0,0,12,0,0,62,0,0,0,0,0
AT3G19630,0,0,0,20,0,9,27,24,60,0,0,0
AT3G19640,0,0,0,11,0,11,100,49,62,0,0,0
AT3G19650,0,0,0,0,0,0,24,6,22,0,0,0
AT3G19660,0,0,0,12,0,0,6,14,16,0,0,0
AT3G19663,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19670,0,0,0,35,0,24,115,39,122,3,0,0
AT3G19680,8,0,11,32,7,199,214,264,1030,0,0,0
AT3G19690,0,0,0,0,0,3,0,0,5,0,0,0
AT3G19700,0,0,0,0,0,0,1,0,0,0,0,0
AT3G19710,0,0,0,398,0,5,1569,0,26,0,0,0
AT3G19720,0,0,0,255,0,29,909,34,251,0,0,0
AT3G19740,0,0,0,35,0,24,174,41,106,6,0,0
AT3G19760,0,0,0,72,0,25,354,131,235,6,0,0
AT3G19770,0,0,0,31,0,20,58,17,29,0,0,0
AT3G19780,0,0,0,19,5,11,50,22,62,0,0,0
AT3G19790,0,0,0,7,0,1,19,8,10,3,0,0
AT3G19800,0,0,0,34,0,10,161,57,57,0,0,0
AT3G19810,0,0,0,16,0,19,84,37,81,0,0,0
AT3G19820,0,0,0,155,0,226,475,78,976,7,0,0
AT3G19830,0,0,5,26,0,17,89,31,50,0,0,0
AT3G19840,0,0,0,12,0,17,52,23,81,0,0,0
AT3G19850,0,0,0,29,5,61,100,181,299,9,0,0
AT3G19860,0,0,0,35,0,29,46,59,195,14,0,0
AT3G19870,0,0,0,37,0,21,127,51,72,0,0,0
AT3G19880,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19890,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19895,0,0,0,23,0,0,82,25,28,0,0,0
AT3G19900,0,0,0,38,0,15,107,86,43,9,0,0
AT3G19910,0,0,0,28,0,13,90,94,117,0,0,0
AT3G19920,0,0,0,0,0,0,0,3,0,0,0,0
AT3G19930,0,0,0,57,0,53,201,60,231,3,0,0
AT3G19940,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19950,0,0,0,25,0,18,108,40,36,0,0,0
AT3G19960,0,0,0,30,0,42,209,47,297,6,0,0
AT3G19970,0,0,0,0,0,0,56,13,19,0,0,0
AT3G19980,0,0,0,27,0,0,104,49,68,0,0,0
AT3G19990,0,0,0,44,0,6,164,70,61,3,0,0
AT3G20000,0,0,0,13,0,14,90,49,89,5,0,0
AT3G20010,0,0,0,7,0,4,35,3,31,0,0,0
AT3G20015,0,0,0,13,0,10,51,8,35,0,0,0
AT3G20020,0,0,0,29,0,9,24,22,25,0,0,0
AT3G20030,0,0,0,0,0,0,0,0,0,0,0,0
AT3G20040,0,0,0,0,0,0,11,0,0,0,0,0
AT3G20050,0,0,0,92,0,46,315,133,311,21,0,0
AT3G20060,0,0,0,27,6,0,123,103,82,0,0,0
AT3G20070,0,0,0,0,0,0,21,0,16,0,0,0
AT3G20075,0,0,0,0,0,0,0,0,0,0,0,0
AT3G20080,0,0,0,16,5,11,60,28,84,0,0,0
AT3G20083,0,0,0,0,0,0,0,0,0,0,0,0
AT3G20085,0,0,0,0,0,0,0,0,0,0,0,0
AT3G20087,0,0,0,0,0,0,6,0,0,0,0,0
AT3G20090,0,0,0,0,0,0,14,5,16,0,0,0
AT3G20100,0,0,0,21,0,5,66,15,25,0,0,0
AT3G20110,0,0,0,0,0,0,0,0,0,0,0,0
AT3G20120,0,0,0,20,0,0,92,40,45,0,0,0
AT3G20130,0,0,0,3,0,6,7,0,15,0,0,0
AT3G20140,0,0,0,0,0,0,3,0,0,0,0,0
AT3G20150,0,0,0,0,0,0,0,5,0,0,0,0
AT3G20155,0,0,0,0,0,0,0,0,0,0,0,0
AT3G20160,0,0,0,0,0,0,0,0,0,0,0,0
AT3G20170,0,0,0,7,3,3,41,4,23,2,0,0
AT3G20180,0,0,0,0,0,0,0,0,0,0,0,0
AT3G20190,0,0,0,0,0,0,0,0,0,0,0,0
AT3G20200,0,0,0,5,0,0,3,0,0,0,0,0
AT3G20210,0,0,0,0,0,0,0,0,0,0,0,0
AT3G20220,0,0,0,0,0,0,0,0,1,0,0,0
AT3G20230,0,0,0,19,0,12,131,17,99,0,0,0
AT3G20240,0,0,0,10,0,0,38,0,21,0,0,0
AT3G20250,0,0,0,87,14,56,282,198,234,19,0,0
AT3G20260,0,0,0,0,0,0,27,0,0,0,0,0
AT3G20270,0,0,0,19,0,0,17,0,18,0,0,0
AT3G20280,0,0,0,5,0,0,15,0,16,0,0,0
AT3G20290,0,0,0,63,6,47,199,205,200,19,0,0
AT3G20300,0,0,0,38,11,11,157,66,57,0,0,0
AT3G20310,0,3,0,67,12,37,135,110,64,6,0,0
AT3G20320,0,0,0,23,0,0,73,28,61,0,0,0
AT3G20330,0,0,0,25,0,8,29,19,0,0,0,0
AT3G20340,0,0,0,0,3,0,2,40,12,0,0,0
AT3G20350,0,0,0,13,0,13,48,0,48,0,0,0
AT3G20360,0,0,0,0,0,0,0,0,0,0,0,0
AT3G20362,0,0,0,1,0,1,6,2,1,0,9,0
AT3G20365,1,0,0,13,0,5,65,12,19,0,172,11
AT3G20370,0,0,0,0,0,0,0,0,0,0,0,0
AT3G20380,0,0,0,0,0,0,0,0,0,0,0,0
AT3G20390,0,0,0,179,11,34,446,125,209,27,0,0
AT3G20395,0,0,0,0,0,0,0,0,0,0,0,0
